id,sku,name,category,description,price,stock_quantity,image_url,product_url
56,GEN-570C5E12,Tp Link Td W8961Nd Adsl Router,ADSL Routers,"Overview:
300Mbps Wireless N ADSL2+ Modem Router
ADSL 2/2+ Modem, Wireless N Access Point and 4-Port Router, in a single device
Wireless N speed up to 300Mbps makes it ideal for heavy bandwidth consuming or interruption sensitive applications like online gaming, Internet calls and even HD video streaming
Easy Setup Assistant with multi-language support provides quick & hassle-free installation
Easy one-touch wireless security encryption with the""WPS"" button and Easy Wi-Fi On/Off button

Specifications:
Quality of ServiceQoS - Remarking based on IPP/ToS, DSCP and 802.1p
Security - NAT Firewall, SPI Firewall, MAC / IP / Packet / Application / URL Filtering, Denial of Service(DoS), SYN Flooding, Ping of Death
Management - Web Based Configuration(HTTP), Remote management, Telnet management, Command Line Interface, SSL for TR-069, SNMP v1/2c, SNMP over EOC, Web Based Firmware Upgrade, CWMP(TR-069), Diagnostic Tools
Port Forwarding- Virtual server, DMZ, ACL(Access Control List)
VPN Pass-Through - PPTP, L2TP, IPSec Pass-through
ATM/PPP Protocols - ATM Forum UNI3.1/4.0, PPP over ATM (RFC 2364), PPP over Ethernet (RFC2516), IPoA (RFC1577/2225), PVC - Up to 8 PVCs,
Advanced Features - Traffic Shaping(ATM QoS) UBR, CBR, VBR-rt, VBR-nrt; Dynamic Host Configuration Protocol (DHCP), DHCP relay; Network Address Translation (NAT); PVC/Ethernet Port Mapping
VLAN, 802.1P, Static Routing, RIP v1/v2 (optional); DNS Relay, DDNS, IGMP snooping V1/2, IGMP Multicast,UPnP",5885.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2020-12/TPlinkTD8961-large.jpg?itok=Rm8PXCNi,https://lifestore.lk/product/tp-link-td-w8961nd-adsl-router
57,GEN-406C5C7A,Peotv Lte Stb Sei300,PEO TV & Accessories,"Overview:
The SEI300SLT STB is Android certified STB and recommended to use for SLT Mobitel 4G LTE users to watch PEOTV via SLTM LTE network and also that can be useed for Internet services too.  This unit is capable of connect via both WIFI & Ethernet cable.
Please call 0716005500 to activate PEOTV
PEOTV Self Installation Guide (SLT 4G LTE) :
https://www.youtube.com/watch?v=nC8_yfh44Bo&t=11s

Specifications:
ATV STB (Android 12)
HDMI / AV Output
WIFI / Ethernet Enable
1GB RAM, 8GB ROM
Google certified
Bluetooth Enable
Remote control with voice recognition (via Bluetooth)
Chromecast device",9990.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-08/M02.png?itok=M4vE6bAO,https://lifestore.lk/product/peotv-lte-stb-sei300
58,GEN-0A44E101,Peotv Remote Controller Android Stb,PEO TV & Accessories,"Overview:
PEOTV Remote ocntroller for Android STB. This device not compatible with any other PEOTV STBs.",2665.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-06/PEOTVAndroid.jpg?itok=_CcYKUbQ,https://lifestore.lk/product/peotv-remote-controller-android-stb
59,GEN-06E4688B,Peo Tv Remote Controller,PEO TV & Accessories,"Overview:
PEO TV remote controller for optional purchases.
Note: Package not include batteries.
6 Months Warranty Peiod",1240.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-05/PEOTVRemoteNew.jpg?itok=cKrv2xXx,https://lifestore.lk/product/peo-tv-remote-controller
60,GEN-86C6B6D2,Eset Home Security Essential 1 User 1 Year,Internet Security,"Overview:
B
enefit
•
Safe Banking
•
Safe Browsing
•
Browser Privacy & Security
•
Webcam Protection
•
Network Inspector
•
Modern Endpoint Security

Specifications:
Features
•
Review your security status
•
Download, update and upgrade
•
Protect friends and
family
•
Stay secure with
Anti-Theft
•
Ensure a safe digital environment with
•
Parental Control for Android",2565.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-11/1D-1Y.jpg?itok=pO4S5Fgu,https://lifestore.lk/product/eset-home-security-essential-1-user-1-year
61,GEN-65B799E3,Eset Nod32 Antivirus 1 User 1 Year,Internet Security,"Overview:
B
enefit
•
Antivirus
•
Anti-Phishing
•
Payment Protection
•
Network Inspector
•
App Lock
•
Scheduled Scanning

Specifications:
Features
•
Review your security status
•
Download, update and upgrade
•
Protect friends and
family
•
Stay secure with
Anti-Theft
•
Ensure a safe digital environment with
•
Parental Control for Android",1715.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-11/NOD32-Antivirus-1-User-1-Year-New.jpg?itok=FbhHAboj,https://lifestore.lk/product/eset-nod32-antivirus-1-user-1-year
62,GEN-8AA696AA,Eset Home Security Essential 3 User 1 Year,Internet Security,"Overview:
B
enefit
•
Safe Banking
•
Safe Browsing
•
Browser Privacy & Security
•
Webcam Protection
•
Network Inspector
•
Modern Endpoint Security

Specifications:
Features
•
Review your security status
•
Download, update and upgrade
•
Protect friends and
family
•
Stay secure with
Anti-Theft
•
Ensure a safe digital environment with
•
Parental Control for Android",5545.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-11/1Y-3D.jpg?itok=rmyvZN8F,https://lifestore.lk/product/eset-home-security-essential-3-user-1-year
63,GEN-F84E6AC8,Eset Mobile Security 1 User 1 Year,Internet Security,"Overview:
B
enefit
•
Antivirus
•
Anti-Phishing
•
Payment Protection
•
Network Inspector
•
Proactive Anti-Theft
•
App Lock
•
Scheduled Scanning",1525.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-11/Mobile.jpg?itok=-FYrM74n,https://lifestore.lk/product/eset-mobile-security-1-user-1-year
64,GEN-E4E30C74,Eset Internet Security 1 User 6 Months,Internet Security,"Overview:
B
enefit
• Safe Banking
• Safe Browsing
• Browser Privacy & Security
• Webcam Protection
• Network Inspector
• Modern Endpoint Security

Specifications:
Features
• Review your security status
• Download, update and upgrade
• Protect friends and family
• Stay secure with Anti-Theft
• Ensure a safe digital environment with
• Parental Control for Android",1590.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-11/1D-6M-NEW.jpg?itok=4vs9-Ytg,https://lifestore.lk/product/eset-internet-security-1-user-6-months
65,GEN-A4283F2C,Iiot Development Kit,Internet of Things (IoT),"Overview:
The IIoT Development Kit serves as a beginner-friendly development board, equipped with built-in NB-IoT, Wi-Fi, and Bluetooth connectivity to elevate the efficiency and excellence of IoT applications. Furthermore, the Development Kit library offers streamlined functions for utilizing NB-IoT connectivity from any operator, encompassing all NB-IoT feature.

Specifications:
ESP32 wroom S with FTDI USB to serial converter
NB-IoT, Wi-Fi , BT
Multiple Power Inputs
Separate USB interface for SIM7020X module
Programable with Arduino IDE
TCP/UDP /HTTP/HTTPS/TLS/DTLS/DNS/NTP/PINGLWM2M/COAP/MQTT/MQTTS OneNET/CT Cloud/
CUCC Cloud/Ayla Cloud/Ali Cloud FOTA EAT
B1/B3/B5/B8
Uplink: 62.5Kbps Downlink:26.15Kbps",10785.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-12/Fazenda1.jpg?itok=jIC2Q0Rh,https://lifestore.lk/product/iiot-development-kit
66,GEN-143A1E8E,Telephone Wire Cord 15M,Accessories,"Overview:
Telephone wire cord with RJ11 interface for all types of telephones. You can extend the place of telephone instrument  up to 15 meters.",1095.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-01/Wirecord-img1.jpg?itok=AZiX9FRh,https://lifestore.lk/product/telephone-wire-cord-15m
67,GEN-590C43AA,Telephone Wire Cord 2M,Accessories,"Overview:
Telephone wire cord with RJ11 interface for all types of telephones. You can extend the place of telephone instrument  up to 02 meters.",260.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-01/Wirecord-img1_1.jpg?itok=B9fNjisu,https://lifestore.lk/product/telephone-wire-cord-2m
68,GEN-53D70708,Prolink Wireless Presenter,Accessories,"Overview:
PROLiNK® PWP108G 2.4GHz Wireless Presenter is designed with a set of intuitive controls, providing you with ease of delivering your presentation.

Specifications:
Laser
Red Laser
Button Funtion
Previous / Play, Next / Black Screen, Laser Pointer Button, On/Off
Indicator
Power on: Lights up (Blue) for 3 seconds
Laser beam on: Lights up (Blue)
Low battery: Blicks (Red)
Battery Type
Rechargeable via micro-USB
Battery Life
Up to 10 hours (from fully charge)
Wireless Operating Distance
Up to 20 meters, 360 degrees
Wireless Technology
2.4GHz wireless technology
System Requirements
Windows 7 / 8 /10, Mac OS 10.7
Compatible with Microsoft Office PowerPoint
Compatible with Mac OS Keynote 6.5 and above",6060.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-06/ProlinkPWP108G.jpg?itok=wKfb09LU,https://lifestore.lk/product/prolink-wireless-presenter
69,GEN-1F1E10A4,Double Rosette Box,Accessories,"Overview:
Double Rosette Box

Specifications:
Double Rosette Box",315.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-07/DoubleRosetteBox.jpg?itok=UElHWjaU,https://lifestore.lk/product/double-rosette-box
70,GEN-EDCF1B28,Single Rosette Box,Accessories,"Overview:
Single Rosette Box

Specifications:
Single Rosette Box",250.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-07/RosetteBox.jpg?itok=e_Nd3DzH,https://lifestore.lk/product/single-rosette-box
71,GEN-DF86D888,Uniview Mw Lc24 24 Led Monitor,Accessories,"Overview:
Resolution is up to at 1920×1080.
Refresh rate up to 75Hz.
178° horizontal and vertical viewing angle.
Screen can reduce blue light, protect eyes.
Plastic body, ultra-narrow bezel, light weight and elegant.
Shielding cover design, effectively preventing electromagnetic radiation.
Stable structure design, highly durable.
Automatically detect if the signal is connected successful.
Support multiple language.",30465.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-06/1_1.png?itok=zYF_lMX8,https://lifestore.lk/product/uniview-mw-lc24-24-led-monitor
72,GEN-BBDAF2DD,Telephone Wire Cord 7M,Accessories,"Overview:
Telephone wire cord with RJ11 interface for all types of telephones. You can extend the place of telephone instrument  up to 7 meters.",630.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-01/Wirecord-img1_0.jpg?itok=TX_DZqLx,https://lifestore.lk/product/telephone-wire-cord-7m
73,GEN-C8CC3A71,Cudy 24 Port 10100M Poe Switch,Accessories,"Overview:
300 W Power budget & 30 W Maximum One Port
Supports a total PoE power of 300 W and up to 30 W for one PoE port. Non-standard PoE devices or normal PoE switches are not burned. Meets IEEE802.3af / at standard.
Watchdog guarantees uninterrupted operation of the PoE devices
The PoE watchdog continuously monitors the connection status of remote hosts. If an error is detected on the remote PoE device, the PoE switch immediately restarts the device to bring it back to normal operation.
Plug&Play, Fanless design
Plug and Play, Easy of use.Fanless design for silent operation.Made of high-quality metal case, sturdy and durable with long service life, provide better heat dissipation, suitable for most environment. Pin assignment, Mode A: 1/2(+),3/6(-)

Specifications:
24 x 10/100M PoE+ ports
2 x Gigabit Uplink port
1 x 1.25Gbps SFP slot
300 Watts PoE power budget
IEEE 802.3at / IEEE 802.3af standard compliant
Plug&play, simple setup with no configuration needed",58575.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2024-02/24PortCudyPOE.jpg?itok=digHTYN_,https://lifestore.lk/product/cudy-24-port-10100m-poe-switch
74,GEN-028FDDA7,Uniview Mw Lc22 P 22 Led Monitor,Accessories,"Overview:
Resolution is up to at 1920*1080.
Refresh rate up to 75Hz.
178°horizontal and vertical viewing angle.
Screen can reduce blue light, protect eyes.
Plastic body with ultra-narrow bezel.
Stable structure design, highly durable.",21890.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-06/1.png?itok=eb-yWmOr,https://lifestore.lk/product/uniview-mw-lc22-p-22-led-monitor
75,GEN-07BE4F5B,3In1 Telephone Line Connectivity Pack,Accessories,"Overview:
3in1 Telephone Line connectivity Pack

Specifications:
3in1 Telephone Line connectivity Pack",640.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-07/3in1Pack.jpg?itok=kbpDGTNH,https://lifestore.lk/product/3in1-telephone-line-connectivity-pack
76,GEN-F0066FB2,Uniview Mw Lc22 22 Led Monitor,Accessories,"Overview:
Resolution is up to at 1920×1080.
Refresh rate up to 75Hz.
178° horizontal and vertical viewing angle.
Screen can reduce blue light, protect eyes.
Plastic body, ultra-narrow bezel, light weight and elegant.
Shielding cover design, effectively preventing electromagnetic radiation.
Stable structure design, highly durable.
Automatically detect if the signal is connected successful.
Support multiple language.",25385.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-06/1_0.png?itok=RqYy6Zsj,https://lifestore.lk/product/uniview-mw-lc22-22-led-monitor
77,GEN-4F85FCF9,E Mark Ai Powered Mouse,Accessories,"Overview:
Type effortlessly using your voice.
Compose documents and translate seamlessly between Sinhala, Tamil, English, and 100 languages.
Generate professional presentations with Al assistance.
Easily create worksheets and structured documents.
Unlimited Design Possibilities
Convert printed or handwritten text into digital format. (OCR)
Secure Data Storage, ensuring privacy.
Al-Powered Customization.
Connect via Wi-Fi or Bluetooth, with precision up to 4000 DPI.
No Monthly Subscription Fees.

Specifications:
Supported Systems:
Windows & macOS
DPI Levels:
800 – 2400
Wireless Connectivity:
USB Receiver or Bluetooth
Power:
Rechargeable Battery
Interface:
USB Type-C
Net Weight:
88 ± 2g
Dimensions:
108 × 68 × 42 mm",14980.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/M01.png?itok=oOQOb_qO,https://lifestore.lk/product/e-mark-ai-powered-mouse
78,GEN-6F0313AA,Aj Power Guard 10A,Power Guards,"Overview:
An ideal power protection solution for Refrigerators, Deep freezers, Small Air Conditioners and other home appliances which are required 2200VA or low apparent power.
1 year warranty period.

Specifications:
Nominal Voltage   : 230V – 50 Hz
Rated Voltage      : 180-260V
Rated Output       : 10A
Apparent Power   : 2200VA
Startup Delay       : 5 Minutes",4735.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-02/AJPowerGuard10A.jpg?itok=MD58OXzS,https://lifestore.lk/product/aj-power-guard-10a
79,GEN-469CF938,Aj Power Guard 6A,Power Guards,"Overview:
This power guard is suitable for a range of home and personal electronic appliances such as TVs, Smart TVs, Computers, Home Theater Systems, CCTV cameras and other devices which are required 1300VA or low apparent power.
1 year warranty period.

Specifications:
Nominal Voltage    : 230V – 50/60 Hz
Rated Voltage        : 180-260V
Rated Output         : 06A
Apparent Power    : 1300VA
Startup Delay        : 30 Seconds",4735.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-02/AJPowerGuard6A.jpg?itok=Mt-Pb_Ki,https://lifestore.lk/product/aj-power-guard-6a
80,GEN-D1E4C4A2,Automatic Catapult,STEM Toys,"Overview:
Maker's Box is an innovative course designed to develop curiosity, critical thinking, and problem-solving and to form a habit of building ingenious inventions!
With Maker's Box
Automatic Catapult
, you'll receive materials and tools specifically designed for each activity.
Lever Mechanism: Principle of lever mechanics
Fastening Mechanism: The concept behind fastening elements such as nuts and bolts, which is crucial for structural integrity.
Elasticity: Energy storage mechanisms
Angles: Significance of angles in determining launch targets and trajectories
Switches: Knowledge about switches, their functionality and more

Specifications:
No need to worry about gathering supplies or searching for the perfect tools, we've got you covered!
Each box comes packed with all the necessary materials to complete the activity of the week, and we even include some bonus tools to help your little one to take their creations to the next level.
Visit https://edu.themakers.global/ and register or sign in to access our online platform. Next, enter the purchase code from the card inside the box to unlock your monthly activity. This activity includes all the instructions and content for the entire month",4795.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-08/Catapult.jpg?itok=vZcISUDg,https://lifestore.lk/product/automatic-catapult
81,GEN-1332CDEF,Electric Vehicle,STEM Toys,"Overview:
Maker's Box is an innovative course designed to develop curiosity, critical thinking, and problem-solving and to form a habit of building ingenious inventions
With Maker's Box Electric Vehicle, you'll receive materials and tools specifically designed for each activity.
Electricity: Fundamental principles of electric circuits, The movement of electricity within electric vehicles (EVs)
Motors: Mechanics of electric motors & Magnetism
Wheel & Axle: Mechanism and Usage of Wheel & Axle
Introduction to 3D modeling
Importance of empathy and more

Specifications:
No need to worry about gathering supplies or searching for the perfect tools, we've got you covered!
Each box comes packed with all the necessary materials to complete the activity of the week, and we even include some bonus tools to help your little one to take their creations to the next level.
Visit
https://edu.themakers.global/
and register or sign in to access our online platform. Next, enter the purchase code from the card inside the box to unlock your monthly activity. This activity includes all the instructions and content for the entire month",4795.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-08/ElectricVehicle.jpg?itok=s3TJnBBN,https://lifestore.lk/product/electric-vehicle
82,GEN-4A187F8B,Spirograph,STEM Toys,"Overview:
Maker's Box is an innovative course designed to develop curiosity, critical thinking, and problem-solving and to form a habit of building ingenious inventions!
With Maker's Box
Spirograph
, you'll receive materials and tools specifically designed for each activity.
Introduction to Patterns
Technology and Art: Generative Arts
Gears: Mechanism and Usage of Gears
Introduction to Ratios and more

Specifications:
No need to worry about gathering supplies or searching for the perfect tools, we've got you covered!
Each box comes packed with all the necessary materials to complete the activity of the week, and we even include some bonus tools to help your little one to take their creations to the next level.
Visit https://edu.themakers.global/ and register or sign in to access our online platform. Next, enter the purchase code from the card inside the box to unlock your monthly activity. This activity includes all the instructions and content for the entire month",4795.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-08/Spirograph.jpg?itok=Y8SxQDVF,https://lifestore.lk/product/spirograph
83,GEN-37B01A83,Buzzwire Game,STEM Toys,"Overview:
Maker's Box is an innovative course designed to develop curiosity, critical thinking, and problem-solving and to form a habit of building ingenious inventions!
With Maker's Box
Buzzwire Game
, you'll receive materials and tools specifically designed for each activity.
Importance of hand-eye coordination
Conductivity: Difference between conductors and insulators
LED: Working knowledge of lighting up LEDs and more

Specifications:
No need to worry about gathering supplies or searching for the perfect tools, we've got you covered!
Each box comes packed with all the necessary materials to complete the activity of the week, and we even include some bonus tools to help your little one to take their creations to the next level.
Visit https://edu.themakers.global/ and register or sign in to access our online platform. Next, enter the purchase code from the card inside the box to unlock your monthly activity. This activity includes all the instructions and content for the entire month",4795.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-08/BuzzwireGame.jpg?itok=nrdU5wH4,https://lifestore.lk/product/buzzwire-game
84,GEN-1008D368,Propeller Car,STEM Toys,"Overview:
Maker's Box is an innovative course designed to develop curiosity, critical thinking, and problem-solving and to form a habit of building ingenious inventions!
With Maker's Box
Propeller Car
, you'll receive materials and tools specifically designed for each activity.
Wind Power: Understand the utilization of wind power
Importance of renewable energy source
Introduction to Potential Energy
Propeller: Mechanism and Usage of Propellers and more

Specifications:
No need to worry about gathering supplies or searching for the perfect tools, we've got you covered!
Each box comes packed with all the necessary materials to complete the activity of the week, and we even include some bonus tools to help your little one to take their creations to the next level.
Visit https://edu.themakers.global/ and register or sign in to access our online platform. Next, enter the purchase code from the card inside the box to unlock your monthly activity. This activity includes all the instructions and content for the entire month",3830.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-08/PropellerCar.jpg?itok=AVmjURhs,https://lifestore.lk/product/propeller-car
85,GEN-5BD7A936,Tp Link Powerline Adapter Wpa4220 Kit,Powerline Devices,"Overview:
One Touch Super Range Extension - Wi-Fi Clone Button simplifies your Wi-Fi configuration and helps build a seamless unified home network
HomePlug AV standard compliant, providing data transmission over electrical wires for HD video streaming
Extend 300Mbps1 wireless connections to previously hard-to-reach areas of your home and office
Integrated power socket makes sure that no power outlet is going to waste

Specifications:
Plug Type - EU, UK
Standards and Protocols - HomePlug AV, IEEE802.3, IEEE802.3u, IEEE802.11b/g/n, IEEE1901
Interface - 2 * 10/100Mbps Ethernet Ports –TL-WPA4220, 2 * 10/100Mbps Ethernet Ports – TL-PA4020P
Button - Pair, Reset, Wi-Fi/Wi-Fi Clone
Power Consumption - Maximum: 8.218W (220V/50Hz), Typical: 7.686W (220V/50Hz), Standby: 4.630W (220V/50Hz)
LED Indicator - PWR, PLC, ETH, Wi-Fi/Wi-Fi Clone
Dimensions- ( W x D x H )3.7 x 2.1 x 1.6 in. (94 x 54 x 40mm), 3.7 x 2.3 x 1.7 in. (95 x 58 x 42 mm)
Range - 300 meters over electrical circuit",12265.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-08/TL-PA4220Kit-2.jpg?itok=fOqQtY9V,https://lifestore.lk/product/tp-link-powerline-adapter-wpa4220-kit
86,GEN-0924F931,Prolink Powerline Adaptor Kit,Powerline Devices,"Overview:
Kit includes Prolink Powerline
AVAV2 Adapter
PPL1500P &
AV Adapter PPL1501N.
Prolink Powerline
AVAV2 Adapter
PPL1500P
The
PROLiNK PPL1500P 600Mbps Powerline AV/AV2 Adapter with AC Pass-through/Gigabit LAN Port
is a high-speed powerline adaptor that will extend your home/office network via its existing electrical lines to rooms with weak or non-existent wireless connectivity.
The Gigabit LAN port on the
PPL1500P
enables gigabit fast streaming of high bandwidth-demand applications with HD TVs, Blu-ray players, media players and game consoles at up to 600Mbps. It also comes with an AC pass-through function that will allow you to power other electrical devices from the same wall socket.
Prolink Powerline
AV Adapter PPL1501N.
The PROLiNK PPL1501N 500Mbps Powerline AV Adapter with 300Mbps Wireless-N Access Point is a high-speed powerline adaptor which will extend your home/office network via its existing electrical lines to rooms with weak or non-existent wireless connectivity.
It comes with a 300Mbps Wireless-N Access Point, allowing you to connect your wireless devices to the network or internet. WEP and WPA/WPA2 wireless encryption securely protect you data. A WPS button allows for easy wireless security configuration with other WPS enabled devices. The unit features dual LAN ports as well.",11420.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2021-11/ProlinkPL-Pack.jpg?itok=Kq4uJOR-,https://lifestore.lk/product/prolink-powerline-adaptor-kit
87,GEN-18AB70CE,Gents Umbrella,SLTMOBITEL Merchandise,,2305.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/Gents%20Umbrella.png?itok=MVblE7P3,https://lifestore.lk/product/gents-umbrella
88,GEN-E7454BAC,Caps Model 2,SLTMOBITEL Merchandise,,1000.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/cap.png?itok=Usx4Ajxk,https://lifestore.lk/product/caps-model-2
89,GEN-68084C08,Lunch Bag 0,SLTMOBITEL Merchandise,"
Specifications:
Color: Black
Strap Type: Adjustable shoulder strap
Carrying Style: Crossbody / Shoulder
Unisex: Suitable for both men and women",1830.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-07/Bag%2001.png?itok=LMQoJcM6,https://lifestore.lk/product/lunch-bag-0
90,GEN-9CD74E40,Thermal Mug,SLTMOBITEL Merchandise,,1150.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/Thermal%20Mug.png?itok=iPPoIesh,https://lifestore.lk/product/thermal-mug
91,GEN-16C9060A,Lap Pouch,SLTMOBITEL Merchandise,,4215.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/side%20bag.png?itok=I0Ua0YnE,https://lifestore.lk/product/lap-pouch
92,GEN-EB470862,Ladies Umbrella 3 Folds,SLTMOBITEL Merchandise,,1580.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/Ladies%20Umbrella.png?itok=sJGkswkV,https://lifestore.lk/product/ladies-umbrella-3-folds
93,GEN-0B0A81A5,Men Wallets,SLTMOBITEL Merchandise,,3065.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-05/purse.png?itok=drH9fADT,https://lifestore.lk/product/men-wallets
94,GEN-C860E70D,T Shirt 0,SLTMOBITEL Merchandise,,2485.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2025-07/t%20shirt_0.png?itok=6sM_btvA,https://lifestore.lk/product/t-shirt-0
95,GEN-2FFF46DD,Sonicgear Rdo 30X Bluetooth Speaker,Speakers,"Overview:
Features :
Bluetooth v5.0
Aux-In
FM Radio
USB Playback
SD / TF Card Playback
Built In Mic for Phone Call
TWS Pairing Ready
Torch Light Ready
Specifications :
Total System Power : 10w
Pure System Power (RMS) : 5w
Impedance : 4 Ohm
SnR : > 90dB
Frequency Response : 120Hz - 20 KHz
Driver Unit Size and Quantity : 1 x 52mm
DC Input : 5v / 1A
Bluetooth Specifications :
Bluetooth Tranmission Distance : Up to 10m
Bluetooth Profiles : L2CAP | A2DP | AVRCP
Hansfree Profile : HSP | HFP
Bluetooth Name : SonicGo! RDO-30x
Battery Specifications :
Battery Capacity : 1200 mAh
Battery Input : 3.7v
Playback Duration @ 50% Volume Scale : Up to 5 Hour
Product Dimensions :
Speaker Dimension : Width 147 x Length 45 x Height 81mm
Speaker Weight : 285 Gram

Specifications:
Specifications :
Total System Power : 10w
Pure System Power (RMS) : 5w
Impedance : 4 Ohm
SnR : > 90dB
Frequency Response : 120Hz - 20 KHz
Driver Unit Size and Quantity : 1 x 52mm
DC Input : 5v / 1A
Bluetooth Specifications :
Bluetooth Tranmission Distance : Up to 10m
Bluetooth Profiles : L2CAP | A2DP | AVRCP
Hansfree Profile : HSP | HFP
Bluetooth Name : SonicGo! RDO-30x
Battery Specifications :
Battery Capacity : 1200 mAh
Battery Input : 3.7v
Playback Duration @ 50% Volume Scale : Up to 5 Hour
Product Dimensions :
Speaker Dimension : Width 147 x Length 45 x Height 81mm
Speaker Weight : 285 Gram",5130.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SoniGearRDO30X.jpg?itok=_EwqjE1G,https://lifestore.lk/product/sonicgear-rdo-30x-bluetooth-speaker
96,GEN-4056440C,Sonicgear Studiobox 2 Hd Hi Fi Bluetooth Speaker,Speakers,"Overview:
Features :
Total System Power: 70Watt (RMS)
Bluetooth 5.0
RCA Input
Optical Input
Channel 2.0
Built-in DSP for Voice Enhancement, Movie & Music
Master Volume Control
DC19V / 1.89A (Adapter)
Bass Reflex Tubes x 1
Distortion: <1%
S/N ratio: 85 dB
Frequency Range : 40Hz - 20K Hz
Material : MDF / ABS + Fabric Cloth
Speaker Unit :
Speaker : 1 x 50W Full-Range 4""
Driver : 2 x 10W 1.25"" Tweeters
Product Dimension :
Speaker Dimension : Length 287 x Width 178 x Height 156 mm",47550.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonigearStudioBox2.jpg?itok=-tiLFqpg,https://lifestore.lk/product/sonicgear-studiobox-2-hd-hi-fi-bluetooth-speaker
97,GEN-14B0ED88,Sonicgear Iox3 Bluetooth Speaker System,Speakers,"Overview:
Features :
Total System Power : 12 RMS
Bluetooth 5.0
Aux In
USB Input
FM Redio
RGB Effect
Enhance Bass Design
Frequency Response : 45Hz - 18KHz
Power : USB 5V + 3.5mm (Aux)
Driver Dimension :
Subwoofer : 3""
Satelite : 2""
Speaker Dimension :
Subwoofer : W175 x D148 x H122mm
Satelite : W72 x D70 x H97mm",8995.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonigearIOX3.jpg?itok=Cqj6cODz,https://lifestore.lk/product/sonicgear-iox3-bluetooth-speaker-system
98,GEN-AFFE448B,Sonicgear Iox 2 Bluetooth Speaker System,Speakers,"Overview:
Features :
Total System Power : 10 RMS
Bluetooth 5.0
Enhanced Bass Design
RGB Effect
Driver size : 2.5 ""
Frequency response : 60Hz - 20KHz
Power input : USB 5V / 1A to 2A (Not included)
Speaker Dimension :
W83 x D103 x H180mm",6685.00,50,https://lifestore.lk/sites/default/files/styles/product_image_large/public/2023-10/SonigearIOX2.jpg?itok=UXg9Bk1Y,https://lifestore.lk/product/sonicgear-iox-2-bluetooth-speaker-system
